Date,Cases Rate - Total,Deaths Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Cases - Total,Deaths - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx
08/28/2020,12.4,0.1,8.2,17.7,13.7,15.1,12.7,8.7,7.6,7.5,12.5,12.2,20.2,2.9,6.1,7.6,12.2,0,0,0,0,0,0.2,0.5,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0,336.3,2.4,44.9,97.7,62.4,50.7,39.7,22.9,11.9,6,172.6,161.1,156.6,5.3,47.6,68.4,14.6,0,0.1,0.1,0,0.1,0.4,0.7,0.9,0.9,1.6,0.6,0.1,1.1,0.6,0
08/27/2020,12.6,0.1,8,18.3,14.4,14.9,13,8.6,7.3,7.1,13,12,21.1,3.6,5.9,7.6,12.3,0,0,0,0,0,0.2,0.4,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0,341.4,2.6,44,101.4,65.6,50,40.6,22.7,11.3,5.7,180,158.6,164.1,6.4,46,68,14.7,0,0.1,0,0.1,0.1,0.6,0.6,1,0.7,1.9,0.9,0.1,0.9,0.7,0
08/29/2020,12.6,0.1,8.3,18.1,13.8,15.6,12.6,8.9,7.7,7.1,12.8,12.3,20.7,3.1,6,7.7,11.5,0,0,0,0,0.1,0.2,0.6,1.3,0.1,0.1,0.1,0.2,0.1,0.1,0,342.1,2.9,45.7,100,63.1,52.4,39.6,23.4,12,5.7,176.9,163,161.1,5.6,47.1,69.7,13.7,0,0.1,0.1,0,0.3,0.4,0.9,1,1.1,1.7,0.6,0.3,1.1,0.9,0
08/30/2020,12.6,0.1,8.4,17.8,13.9,15.5,12.6,8.7,7.4,7.7,12.7,12.3,20.5,3.1,6,7.7,11.4,0,0,0,0,0.1,0.2,0.8,1.4,0.1,0.1,0.1,0.2,0.2,0.1,0,340.3,3.3,46,98.4,63.6,52,39.6,23,11.4,6.1,175.4,162.4,159.6,5.6,47,69.4,13.6,0,0,0.1,0,0.3,0.4,1.3,1.1,1.4,1.9,0.7,0.3,1.4,0.9,0
08/31/2020,11.9,0.1,7.6,17.6,12.8,14.1,12,8.7,7.1,8.2,12.1,11.7,18.6,2.8,6,7.5,11,0,0,0,0,0.1,0.2,0.6,1.4,0.1,0.1,0.1,0.2,0.2,0.1,0,323.1,3.1,41.9,97.6,58.3,47.3,37.6,22.9,11,6.6,167.1,154.4,144.1,5,47,67.1,13.1,0,0,0.1,0,0.4,0.4,1,1.1,1.4,1.7,0.6,0.4,1.4,0.7,0
09/08/2020,10,0.1,5.6,14.5,11.9,11.7,10,7.6,5.7,6.1,10.1,9.8,14.8,2.5,5.3,6.4,5.7,0,0,0.1,0,0.1,0.1,0.4,0.9,0,0.1,0.1,0,0.1,0,0,269.6,2.3,30.9,80,54.1,39.4,31.4,20,8.9,4.9,139.4,129.6,114.7,4.4,41.7,57.4,6.9,0,0,0.3,0,0.4,0.3,0.6,0.7,0.6,1.7,1.1,0,0.7,0.4,0
09/18/2020,11.2,0.1,7,15.6,14.3,12.4,11.3,8.7,5.6,5.9,11.2,11.1,15.5,3.9,5.2,7.9,7.1,0,0,0,0,0,0.2,0.4,1.1,0.1,0.1,0.1,0,0.1,0.1,0,303.3,2,38.4,86.3,65.3,41.7,35.3,22.9,8.7,4.7,154.9,146.9,120.7,7,40.6,71.1,8.4,0,0,0,0,0.1,0.4,0.6,0.9,1.1,0.9,0.7,0,0.7,0.6,0
09/10/2020,9.9,0.1,5.3,15.2,12,11,9.5,8.4,4.9,5.7,10.1,9.7,15.3,2.9,5,6.5,4.8,0,0,0.1,0,0.1,0.2,0.6,0.7,0.1,0.1,0.2,0,0.1,0,0,269,2.4,28.9,84.3,54.9,37.1,29.7,22,7.6,4.6,140.4,127.9,118.6,5.3,39.1,58.6,5.7,0,0,0.3,0,0.3,0.4,0.9,0.6,1,1.4,1.4,0,0.6,0.4,0
09/11/2020,9.7,0.1,5.1,15.1,12.1,10.5,9.5,7.7,4.8,4.3,9.8,9.6,14.6,2.4,4.5,6.5,5.4,0,0,0.1,0,0.2,0.2,0.6,0.7,0.1,0.2,0.3,0,0.1,0,0,262.6,2.9,28,83.3,55.1,35.4,29.7,20.1,7.4,3.4,135.6,126.4,113.7,4.3,35,58.4,6.4,0,0,0.4,0,0.6,0.4,0.9,0.6,0.9,2,2,0,0.6,0.3,0
09/12/2020,9.4,0.1,4.8,14.4,11.9,10.1,9.4,7.3,4.7,4.3,9.5,9.1,13.8,2.8,4.4,6.4,5.4,0,0,0.1,0,0.1,0.2,0.5,0.5,0.1,0.1,0.2,0,0,0,0,253.6,2.3,26.3,79.6,54.3,34,29.4,19.3,7.3,3.4,132.3,120.4,107.1,5,34.7,57.6,6.4,0,0,0.3,0,0.4,0.4,0.7,0.4,0.7,1.6,1.7,0,0.3,0.3,0
09/17/2020,11.2,0.1,7.3,15.6,14.7,12.3,11,7.9,6.2,4.6,11.3,11,15.8,3.3,5.1,8,6.8,0,0,0,0,0.1,0.2,0.4,0.9,0.1,0.1,0.2,0,0.1,0,0,303.1,2.3,40.1,86,67.1,41.4,34.3,20.9,9.6,3.7,156.6,145.1,122.6,6,39.9,72.1,8.1,0,0,0.1,0,0.4,0.4,0.6,0.7,1,1.3,1.3,0,0.7,0.3,0
09/19/2020,11.4,0.1,7,16,14.5,12.4,11.5,9,5.3,6.4,11.3,11.3,15.9,3.5,5.1,7.9,7.8,0,0,0,0,0,0.2,0.4,1.4,0.1,0.1,0.1,0,0.1,0.1,0,307.7,2.3,38.3,88.6,66.3,41.6,36,23.6,8.3,5.1,157.3,148.9,123.9,6.3,40,71.3,9.3,0,0,0,0,0.1,0.4,0.6,1.1,1.3,1,0.7,0,0.9,0.7,0
09/21/2020,11.2,0.1,6.7,16.2,14,11.8,10.8,9.1,6.6,6.6,11.1,11.2,16,3.1,4.7,7.3,8.5,0,0,0,0,0,0.3,0.4,1.4,0.1,0.1,0.1,0,0.1,0.1,0,303.3,2.6,36.6,89.7,64,39.6,33.9,24,10.3,5.3,154.1,147.3,124.1,5.6,36.6,65.3,10.1,0,0,0,0,0,0.9,0.6,1.1,1.4,1.1,0.6,0,0.7,1.3,0
